ENSEMBL	SYMBOL	KO01	KO02	KO03	WT01	WT02	WT03
ENSG00000183091.19	NEB	127	89	77	125	137	107
ENSG00000183092.15	BEGAIN	2	3	4	1	1	4
ENSG00000183098.10	GPC6	0	0	1	0	0	0
ENSG00000183111.11	ARHGEF37	439	417	371	732	741	799
ENSG00000183114.7	FAM43B	0	0	0	0	0	1
ENSG00000183117.18	CSMD1	45	41	35	16	24	10
ENSG00000183128.7	CALHM3	5	3	1	1	2	2
ENSG00000183130.3	OR2T11	0	0	0	0	0	0
ENSG00000183134.4	PTGDR2	7	4	4	2	4	6
ENSG00000183137.14	CEP57L1	555	448	274	438	453	469
ENSG00000183145.8	RIPPLY3	0	0	0	0	0	0
ENSG00000183146.4	PRORY	0	0	0	0	0	0
ENSG00000183148.6	ANKRD20A2	0	1	0	0	1	0
ENSG00000183150.7	GPR19	39	36	37	26	40	41
ENSG00000183153.6	GJD3	4	1	2	1	1	2
ENSG00000183155.4	RABIF	1415	1192	863	1103	1203	1385
ENSG00000183160.8	TMEM119	0	0	0	0	0	1
ENSG00000183161.4	FANCF	1079	809	569	872	996	919
ENSG00000183166.10	CALN1	1	1	0	0	0	1
ENSG00000183172.8	SMDT1	1864	1520	1130	1430	1558	1724
ENSG00000183185.9	GABRR3	0	0	0	0	1	0
ENSG00000183186.7	C2CD4C	1	2	2	4	2	1
ENSG00000183196.8	CHST6	6	3	5	8	8	5
ENSG00000183206.16	POTEC	0	0	0	0	0	0
ENSG00000183207.12	RUVBL2	14155	13082	11214	9664	10800	13564
ENSG00000183208.12	GDPGP1	592	525	437	377	426	487
ENSG00000183230.16	CTNNA3	6	6	6	6	10	2
ENSG00000183246.6	RIMBP3C	0	0	0	1	0	0
ENSG00000183248.11	PRR36	0	1	2	1	1	1
ENSG00000183251.3	OR51B4	0	0	0	0	0	0
ENSG00000183255.11	PTTG1IP	4119	3260	2708	3189	3541	3946
ENSG00000183258.11	DDX41	7499	7006	6217	5081	5521	7170
ENSG00000183260.7	ABHD16B	0	0	0	0	0	0
ENSG00000183269.5	OR52E8	0	0	0	0	0	0
ENSG00000183273.6	CCDC60	1	0	0	0	0	0
ENSG00000183281.14	PLGLB1	6	0	1	3	6	4
ENSG00000183283.15	DAZAP2	14084	12939	11188	9721	10839	11849
ENSG00000183287.13	CCBE1	107	83	66	68	66	82
ENSG00000183291.15	SEP15	11287	9238	6363	8587	9588	9310
ENSG00000183292.12	TISP43	0	0	0	0	0	0
ENSG00000183303.2	OR5P2	0	0	0	0	0	0
ENSG00000183304.10	FAM9A	0	0	0	0	0	0
ENSG00000183305.13	MAGEA2B	0	0	0	0	0	0
ENSG00000183307.3	CECR6	36	33	25	23	26	28
ENSG00000183309.11	ZNF623	1435	1262	791	1258	1398	1321
ENSG00000183310.3	OR2T34	0	0	0	0	0	0
ENSG00000183313.4	OR52L1	0	0	0	0	0	0
ENSG00000183317.16	EPHA10	8	8	3	12	20	23
ENSG00000183318.11	SPDYE4	0	0	0	0	0	0
ENSG00000183323.12	CCDC125	1103	901	665	847	927	942
ENSG00000183324.10	REC114	1	1	0	0	1	0
ENSG00000183336.8	BOLA2	0	0	0	0	0	0
ENSG00000183337.16	BCOR	7227	6594	6168	5172	5743	6185
ENSG00000183340.6	JRKL	506	341	201	423	441	407
ENSG00000183346.6	C10orf107	0	0	0	0	0	0
ENSG00000183347.14	GBP6	0	0	0	0	0	0
ENSG00000183354.11	KIAA2026	2549	2177	1774	2080	2412	2466
ENSG00000183378.11	OVCH2	2	0	0	0	0	1
ENSG00000183379.8	SYNDIG1L	1	1	1	3	2	2
ENSG00000183386.9	FHL3	71	64	63	78	86	129
ENSG00000183389.4	OR56A4	0	0	0	0	0	0
ENSG00000183395.4	PMCH	0	0	0	0	3	1
ENSG00000183396.3	TMEM89	2	1	3	1	1	5
ENSG00000183397.5	C19orf71	105	97	77	92	92	95
ENSG00000183401.11	CCDC159	227	234	199	142	144	185
ENSG00000183421.11	RIPK4	1	4	4	1	0	1
ENSG00000183423.11	LRIT3	28	27	19	22	26	18
ENSG00000183426.15	NPIPA1	26	35	24	26	21	40
ENSG00000183431.11	SF3A3	12160	10028	7718	8906	9569	10645
ENSG00000183434.9	TFDP3	0	0	0	1	0	0
ENSG00000183439.6	TRIM61	76	49	44	40	53	37
ENSG00000183454.14	GRIN2A	0	3	1	1	0	0
ENSG00000183463.5	URAD	0	0	1	0	0	0
ENSG00000183474.15	GTF2H2C	213	177	126	223	212	204
ENSG00000183475.12	ASB7	2448	1995	1309	1867	2086	1921
ENSG00000183476.12	SH2D7	2	2	0	2	2	2
ENSG00000183479.12	TREX2	52	29	38	36	44	46
ENSG00000183484.11	GPR132	1	1	2	5	2	6
ENSG00000183486.12	MX2	2220	2014	1615	2140	2528	2614
ENSG00000183495.13	EP400	7331	6483	6639	4808	5190	5295
ENSG00000183496.5	MEX3B	235	247	207	170	240	208
ENSG00000183508.4	FAM46C	318	272	154	214	204	216
ENSG00000183513.8	COA5	731	591	364	585	668	689
ENSG00000183520.11	UTP11L	3142	2498	1679	2363	2574	2833
ENSG00000183527.11	PSMG1	4048	3418	2491	3561	4153	4544
ENSG00000183530.13	PRR14L	5088	4172	3288	4151	4475	3864
ENSG00000183542.5	KLRC4	0	0	0	0	0	0
ENSG00000183549.10	ACSM5	0	0	0	0	0	0
ENSG00000183559.11	C10orf120	0	0	0	0	0	0
ENSG00000183560.8	IZUMO1R	0	0	0	0	0	0
ENSG00000183569.17	SERHL2	260	234	163	192	205	205
ENSG00000183570.16	PCBP3	998	998	864	646	870	874
ENSG00000183571.9	PGPEP1L	0	3	0	0	0	0
ENSG00000183576.12	SETD3	3862	3271	2431	2908	3258	3619
ENSG00000183578.5	TNFAIP8L3	0	0	0	0	0	0
ENSG00000183579.15	ZNRF3	276	247	224	259	291	243
ENSG00000183580.9	FBXL7	0	0	0	1	0	0
ENSG00000183597.15	TANGO2	588	517	451	453	514	587
ENSG00000183598.3	HIST2H3D	4	1	1	0	1	0
ENSG00000183605.16	SFXN4	1796	1345	1059	1511	1575	1641
ENSG00000183607.9	GKN2	0	0	0	0	0	0
ENSG00000183615.5	FAM167B	40	50	38	48	55	62
ENSG00000183617.4	MRPL54	2772	2467	1864	1787	2007	2410
ENSG00000183621.15	ZNF438	256	220	200	214	256	246
ENSG00000183624.13	HMCES	10786	9222	6751	9302	10161	9610
ENSG00000183625.14	CCR3	0	0	0	0	0	0
ENSG00000183628.12	DGCR6	2	0	0	4	0	1
ENSG00000183629.13	GOLGA8G	0	0	0	0	0	0
ENSG00000183631.4	PRR32	0	0	0	0	0	0
ENSG00000183632.14	TP53TG3	0	0	0	0	0	0
ENSG00000183638.5	RP1L1	3	4	2	1	4	4
ENSG00000183640.5	KRTAP8-1	0	0	0	0	0	0
ENSG00000183644.13	C11orf88	0	3	1	0	0	1
ENSG00000183647.10	ZNF530	760	636	441	574	641	652
ENSG00000183648.9	NDUFB1	1448	1173	764	1137	1235	1249
ENSG00000183654.8	MARCH11	0	0	0	0	0	0
ENSG00000183655.12	KLHL25	885	830	618	750	801	951
ENSG00000183662.10	FAM19A1	0	0	0	0	1	0
ENSG00000183665.5	TRMT12	907	776	544	743	843	946
ENSG00000183668.17	PSG9	0	1	0	0	0	0
ENSG00000183671.12	GPR1	0	0	0	0	0	0
ENSG00000183682.7	BMP8A	8	11	6	8	3	8
ENSG00000183684.7	ALYREF	11375	9447	7538	7115	7739	9682
ENSG00000183688.4	FAM101B	31	12	28	10	13	9
ENSG00000183690.12	EFHC2	0	0	0	0	0	0
ENSG00000183691.4	NOG	1	1	0	0	1	1
ENSG00000183695.2	MRGPRX2	0	0	0	0	0	0
ENSG00000183696.13	UPP1	215	171	122	186	185	252
ENSG00000183706.4	OR4N4	0	0	0	0	0	0
ENSG00000183709.7	IFNL2	0	0	0	0	0	0
ENSG00000183715.13	OPCML	1	0	0	0	0	0
ENSG00000183718.5	TRIM52	975	841	569	804	826	810
ENSG00000183722.7	LHFP	1665	1506	1101	1106	1335	1236
ENSG00000183723.12	CMTM4	110	118	63	153	173	126
ENSG00000183726.10	TMEM50A	5531	4895	3821	3935	4483	5101
ENSG00000183729.3	NPBWR1	2	0	0	0	0	0
ENSG00000183733.6	FIGLA	0	0	0	0	0	0
ENSG00000183734.4	ASCL2	0	1	0	0	0	1
ENSG00000183735.9	TBK1	4723	3510	2449	3721	3907	3866
ENSG00000183741.11	CBX6	7027	6495	5502	5748	6346	6995
ENSG00000183742.12	MACC1	1690	1395	875	1252	1522	1164
ENSG00000183747.11	ACSM2A	0	0	0	0	0	0
ENSG00000183751.14	TBL3	4596	4118	3489	3529	3946	4949
ENSG00000183753.10	BPY2	0	0	0	0	0	0
ENSG00000183760.10	PAPL	0	0	0	0	0	0
ENSG00000183762.12	KREMEN1	13	19	17	23	21	17
ENSG00000183763.8	TRAIP	956	840	669	801	818	972
ENSG00000183765.20	CHEK2	1733	1306	939	1428	1541	1823
ENSG00000183770.5	FOXL2	0	0	0	0	0	0
ENSG00000183773.15	AIFM3	4	4	5	3	4	5
ENSG00000183775.10	KCTD16	24	24	22	12	20	19
ENSG00000183778.17	B3GALT5	0	0	1	0	0	0
ENSG00000183779.6	ZNF703	31	22	18	21	25	33
ENSG00000183780.12	SLC35F3	1	0	0	0	1	0
ENSG00000183783.6	KCTD8	1	0	0	0	0	0
ENSG00000183784.6	C9orf66	3	2	3	2	0	1
ENSG00000183785.14	TUBA8	7	9	7	12	5	8
ENSG00000183791.4	TCEB3C	0	0	0	0	0	0
ENSG00000183793.13	NPIPA5	92	82	88	71	86	95
ENSG00000183795.8	BPY2B	0	0	0	0	0	0
ENSG00000183798.4	EMILIN3	1	0	1	0	0	0
ENSG00000183801.7	OLFML1	10	6	3	6	15	10
ENSG00000183807.7	FAM162B	0	0	0	0	0	0
ENSG00000183808.11	RBM12B	1839	1447	872	1442	1566	1395
ENSG00000183813.6	CCR4	66	43	32	33	39	27
ENSG00000183814.15	LIN9	2362	1840	1278	1686	1731	1708
ENSG00000183826.16	BTBD9	716	553	459	518	567	631
ENSG00000183828.14	NUDT14	264	267	249	235	265	375
ENSG00000183831.6	ANKRD45	3	4	2	2	7	1
ENSG00000183833.16	MAATS1	1	8	3	2	8	7
ENSG00000183837.9	PNMA3	0	0	2	2	4	2
ENSG00000183840.6	GPR39	0	0	0	0	0	0
ENSG00000183844.16	FAM3B	6	7	1	3	5	7
ENSG00000183850.13	ZNF730	83	59	48	88	95	87
ENSG00000183853.17	KIRREL	0	3	1	2	4	1
ENSG00000183856.10	IQGAP3	850	764	620	854	897	965
ENSG00000183862.5	CNGA2	0	0	0	0	0	0
ENSG00000183864.4	TOB2	4265	4051	3738	3903	4362	4802
ENSG00000183873.15	SCN5A	4	2	4	5	5	5
ENSG00000183876.8	ARSI	0	0	0	0	1	0
ENSG00000183878.15	UTY	406	332	244	490	482	542
ENSG00000183888.4	C1orf64	0	0	0	0	0	0
ENSG00000183889.12	AC138969.4	1	1	0	0	0	1
ENSG00000183891.5	TTC32	344	313	181	255	270	249
ENSG00000183908.5	LRRC55	0	0	0	0	0	0
ENSG00000183914.14	DNAH2	8	4	0	3	0	5
ENSG00000183918.15	SH2D1A	0	0	1	0	0	0
ENSG00000183921.7	SDR42E2	3	1	3	3	2	6
ENSG00000183943.5	PRKX	1406	1135	792	1077	1245	1269
ENSG00000183955.12	SETD8	3320	2953	2497	2424	2614	2998
ENSG00000183960.8	KCNH8	56	57	33	37	42	37
ENSG00000183963.18	SMTN	1051	1034	927	835	967	1205
ENSG00000183971.5	NPW	23	28	19	22	23	47
ENSG00000183977.13	PP2D1	20	19	16	13	23	21
ENSG00000183978.7	COA3	1746	1377	974	1264	1461	1696
ENSG00000183979.7	NPB	0	0	0	0	0	0
ENSG00000184005.10	ST6GALNAC3	0	0	0	0	0	0
ENSG00000184007.17	PTP4A2	15791	13599	10577	12978	14216	15514
ENSG00000184009.9	ACTG1	121158	108107	88797	91381	102648	123576
ENSG00000184012.11	TMPRSS2	0	0	0	0	0	0
ENSG00000184014.7	DENND5A	3690	3162	2289	2951	3199	3358
ENSG00000184022.3	OR2T10	2	0	0	1	0	1
ENSG00000184029.9	DSCR4	0	0	0	0	0	0
ENSG00000184032.2	KRTAP20-2	0	0	0	0	0	0
ENSG00000184033.12	CTAG1B	0	0	0	0	0	0
ENSG00000184047.15	DIABLO	461	368	233	380	376	420
ENSG00000184056.14	VPS33B	881	733	522	664	681	695
ENSG00000184058.12	TBX1	3	11	10	2	2	10
ENSG00000184060.10	ADAP2	156	124	117	140	197	173
ENSG00000184076.12	UQCR10	5325	4766	4668	3324	3829	5036
ENSG00000184083.11	FAM120C	599	566	459	615	737	599
ENSG00000184108.7	TRIML1	0	0	0	0	0	0
ENSG00000184110.14	EIF3C	192	160	175	164	192	196
ENSG00000184113.9	CLDN5	24	21	28	29	29	38
ENSG00000184117.11	NIPSNAP1	1725	1473	1203	1649	1902	1965
ENSG00000184140.5	OR4F6	0	0	0	0	0	0
ENSG00000184144.9	CNTN2	3	2	1	1	0	2
ENSG00000184148.3	SPRR4	0	0	0	0	0	0
ENSG00000184154.12	LRTOMT	545	437	325	341	354	372
ENSG00000184155.8	OR10J5	0	0	0	0	0	0
ENSG00000184156.15	KCNQ3	1	0	0	0	0	0
ENSG00000184160.7	ADRA2C	2	2	0	0	0	0
ENSG00000184162.14	NR2C2AP	500	468	312	386	406	462
ENSG00000184163.3	FAM132A	13	17	15	26	19	18
ENSG00000184164.14	CRELD2	2260	1927	1405	1935	2023	2471
ENSG00000184166.1	OR1D2	0	0	0	0	0	0
ENSG00000184178.15	SCFD2	2098	1766	1296	1543	1705	1899
ENSG00000184182.18	UBE2F	268	195	102	244	226	259
ENSG00000184185.9	KCNJ12	3	2	5	0	0	0
ENSG00000184194.5	GPR173	1	3	1	0	0	0
ENSG00000184203.7	PPP1R2	17432	13880	7888	11821	13387	11445
ENSG00000184205.14	TSPYL2	3552	3061	2626	3415	3701	4269
ENSG00000184206.11	GOLGA6L4	0	0	0	0	0	0
ENSG00000184207.8	PGP	2645	2298	1592	2268	2495	3081
ENSG00000184208.10	C22orf46	626	517	456	536	520	538
ENSG00000184209.14	SNRNP35	1031	912	726	819	858	1115
ENSG00000184210.5	DGAT2L6	3	1	1	2	1	2
ENSG00000184216.11	IRAK1	10708	9141	7522	9033	9858	11776
ENSG00000184220.10	CMSS1	4015	3360	2247	2722	3145	3867
ENSG00000184221.12	OLIG1	1	1	0	0	0	0
ENSG00000184226.14	PCDH9	6324	5040	3562	5155	5904	5254
ENSG00000184227.7	ACOT1	39	27	22	40	46	32
ENSG00000184232.8	OAF	828	750	745	501	588	682
ENSG00000184254.16	ALDH1A3	48	41	36	48	41	40
ENSG00000184258.6	CDR1	0	0	0	0	2	0
ENSG00000184260.5	HIST2H2AC	17	14	5	6	10	20
ENSG00000184261.4	KCNK12	6517	5090	4621	5283	5660	8674
ENSG00000184270.4	HIST2H2AB	6	3	1	5	5	5
ENSG00000184271.15	POU6F1	105	122	84	173	147	183
ENSG00000184276.2	DEFB108B	0	0	0	0	0	0
ENSG00000184277.12	TM2D3	3939	3098	1817	2601	2866	2739
ENSG00000184281.14	TSSC4	1907	1619	1291	1321	1413	1676
ENSG00000184292.6	TACSTD2	0	1	1	0	0	0
ENSG00000184293.7	CLECL1	1260	1021	721	1092	1166	1100
ENSG00000184302.6	SIX6	0	0	0	0	0	0
ENSG00000184304.14	PRKD1	51	34	33	45	42	48
ENSG00000184305.14	CCSER1	0	0	0	0	0	0
ENSG00000184307.13	ZDHHC23	1281	1014	599	1299	1402	1178
ENSG00000184313.19	MROH7	0	0	0	1	0	0
ENSG00000184321.1	OR51J1	0	0	0	0	0	0
ENSG00000184330.11	S100A7A	0	0	0	0	0	0
ENSG00000184343.10	SRPK3	28	28	7	24	18	24
ENSG00000184344.3	GDF3	0	0	0	0	0	0
ENSG00000184345.4	IQCF2	0	0	0	0	0	0
ENSG00000184347.14	SLIT3	0	0	0	2	2	0
ENSG00000184349.12	EFNA5	3	0	0	1	1	0
ENSG00000184350.9	MRGPRE	0	0	0	0	0	0
ENSG00000184351.7	KRTAP19-1	0	0	0	0	0	0
ENSG00000184357.4	HIST1H1B	28	22	19	34	37	56
ENSG00000184361.12	SPATA32	3	5	4	6	8	7
ENSG00000184363.9	PKP3	0	0	2	1	5	4
ENSG00000184368.15	MAP7D2	434	389	289	284	377	361
ENSG00000184371.13	CSF1	20	19	17	16	26	14
ENSG00000184374.2	COLEC10	0	0	0	0	0	0
ENSG00000184378.2	ACTRT3	150	132	76	110	153	159
ENSG00000184381.18	PLA2G6	769	729	649	555	577	660
ENSG00000184384.13	MAML2	669	523	531	536	571	658
ENSG00000184388.5	PABPC1L2B	0	0	0	0	0	0
ENSG00000184389.9	A3GALT2	1	0	0	0	2	1
ENSG00000184394.1	OR4N5	0	0	0	0	0	0
ENSG00000184402.14	SS18L1	1160	991	721	1001	1059	1044
ENSG00000184408.9	KCND2	0	0	0	0	0	0
ENSG00000184428.12	TOP1MT	1836	1706	1258	1889	2095	2531
ENSG00000184432.9	COPB2	19933	15414	10848	14177	15381	15513
ENSG00000184434.7	LRRC19	5	7	7	12	5	9
ENSG00000184436.11	THAP7	2470	2435	2197	1646	1863	2379
ENSG00000184445.11	KNTC1	8563	6946	4521	6837	7418	6419
ENSG00000184451.5	CCR10	304	235	182	227	254	247
ENSG00000184454.6	NCMAP	263	201	174	255	304	212
ENSG00000184459.8	BPIFC	0	1	0	2	0	0
ENSG00000184465.15	WDR27	472	399	243	510	499	483
ENSG00000184470.20	TXNRD2	1630	1477	1119	1059	1127	1401
ENSG00000184471.7	C1QTNF8	0	0	0	0	0	0
ENSG00000184478.6	OR56A3	0	0	0	0	0	0
ENSG00000184481.16	FOXO4	466	409	334	299	366	399
ENSG00000184486.8	POU3F2	36	28	19	38	44	23
ENSG00000184489.11	PTP4A3	17	18	14	11	16	17
ENSG00000184492.6	FOXD4L1	3	1	2	3	4	3
ENSG00000184497.12	TMEM255B	58	83	64	129	114	119
ENSG00000184500.14	PROS1	1	1	1	1	3	4
ENSG00000184502.3	GAST	2	0	0	0	0	0
ENSG00000184507.15	NUTM1	6	2	6	2	5	2
ENSG00000184508.10	HDDC3	457	440	349	363	396	421
ENSG00000184515.10	BEX5	0	1	0	0	3	1
ENSG00000184517.11	ZFP1	1599	1260	834	1219	1342	1348
ENSG00000184524.5	CEND1	396	398	352	182	160	268
ENSG00000184530.8	C6orf58	0	1	2	1	1	1
ENSG00000184544.11	DHRS7C	1	0	0	0	0	0
ENSG00000184545.10	DUSP8	114	88	102	90	120	94
ENSG00000184557.4	SOCS3	24	22	14	21	31	18
ENSG00000184560.7	C17orf74	1	0	0	0	0	1
ENSG00000184564.8	SLITRK6	0	0	2	1	1	0
ENSG00000184571.13	PIWIL3	1	0	0	0	0	0
ENSG00000184574.9	LPAR5	614	498	491	769	903	1043
ENSG00000184575.11	XPOT	12810	9891	6585	10215	11389	11001
ENSG00000184584.12	TMEM173	1	0	0	1	3	1
ENSG00000184588.17	PDE4B	2180	1739	1249	1327	1513	1281
ENSG00000184599.13	FAM19A3	0	0	0	1	0	0
ENSG00000184601.10	C14orf180	0	0	0	0	0	0
ENSG00000184602.5	SNN	3329	2866	2128	3907	4112	4554
ENSG00000184611.11	KCNH7	2	1	1	4	1	2
ENSG00000184613.10	NELL2	2	2	2	0	2	1
ENSG00000184619.3	KRBA2	20	22	19	22	16	12
ENSG00000184634.15	MED12	4622	4036	3874	3577	3896	4228
ENSG00000184635.13	ZNF93	580	495	436	561	624	661
ENSG00000184640.17	SEPT9	33451	28808	26504	21380	23506	28605
ENSG00000184647.10	PRSS55	0	0	0	0	0	0
ENSG00000184650.9	ODF4	0	0	0	0	0	0
ENSG00000184659.5	FOXD4L4	0	2	0	0	0	0
ENSG00000184661.13	CDCA2	6200	4946	3818	4900	5205	4930
ENSG00000184672.11	RALYL	4	1	2	3	3	1
ENSG00000184675.9	AMER1	689	677	570	767	833	799
ENSG00000184677.16	ZBTB40	3600	3132	2433	2679	3052	2944
ENSG00000184678.9	HIST2H2BE	690	630	359	220	193	159
ENSG00000184682.5	PRR33	97	88	66	55	43	61
ENSG00000184697.6	CLDN6	3	0	2	1	1	3
ENSG00000184698.4	OR51M1	0	0	0	0	0	0
ENSG00000184702.17	SEPT5	4	3	1	1	4	4
ENSG00000184708.17	EIF4ENIF1	4045	3668	3384	3138	3629	4151
ENSG00000184709.7	LRRC26	1	7	1	9	7	12
ENSG00000184716.13	SERINC4	0	0	0	0	0	0
ENSG00000184719.11	RNLS	289	233	154	238	250	248
ENSG00000184724.5	KRTAP6-1	0	0	0	0	0	0
ENSG00000184730.10	APOBR	32	22	20	16	23	27
ENSG00000184731.5	FAM110C	0	0	0	0	0	0
ENSG00000184735.6	DDX53	0	0	0	0	0	0
ENSG00000184743.12	ATL3	3550	2891	1773	3149	3400	3186
ENSG00000184752.12	NDUFA12	4338	3638	2996	2975	3445	4260
ENSG00000184761.7	AC013269.5	0	0	0	0	0	0
ENSG00000184785.5	SMIM10	182	163	139	162	146	177
ENSG00000184786.5	TCTE3	38	41	15	53	39	43
ENSG00000184787.18	UBE2G2	8997	7889	5695	7203	7642	8851
ENSG00000184788.12	SATL1	0	0	0	0	0	0
ENSG00000184792.15	OSBP2	118	90	66	114	109	93
ENSG00000184811.3	TUSC5	1	0	0	0	0	0
ENSG00000184814.5	PRR23B	0	0	0	0	0	0
ENSG00000184828.9	ZBTB7C	6975	6726	6403	3877	4428	4645
ENSG00000184831.13	APOO	696	572	371	609	684	722
ENSG00000184838.14	PRR16	2	2	2	1	0	4
ENSG00000184840.11	TMED9	7291	6007	4870	4996	5544	6536
ENSG00000184845.3	DRD1	2	0	0	0	0	0
ENSG00000184857.7	TMEM186	503	457	269	392	403	477
ENSG00000184860.9	SDR42E1	2842	2504	1800	2169	2550	2119
ENSG00000184863.10	RBM33	8463	7325	6586	5685	6062	6077
ENSG00000184867.13	ARMCX2	110	74	58	107	163	100
ENSG00000184881.3	OR51B2	0	0	0	0	0	0
ENSG00000184887.13	BTBD6	1684	1488	1072	1124	1336	1582
ENSG00000184895.7	SRY	0	0	0	0	0	0
ENSG00000184897.5	H1FX	4118	3974	3285	2923	3328	3812
ENSG00000184898.6	RBM43	52	52	36	47	69	35
ENSG00000184900.15	SUMO3	7695	7121	6056	5724	6336	8050
ENSG00000184903.9	IMMP2L	361	315	200	295	335	322
ENSG00000184905.8	TCEAL2	1	0	0	0	0	0
ENSG00000184908.17	CLCNKB	0	0	0	0	0	1
ENSG00000184911.14	DMRTC1B	0	0	0	0	0	0
ENSG00000184916.8	JAG2	76	58	52	72	69	74
ENSG00000184922.13	FMNL1	2975	2620	2644	2924	3366	4036
ENSG00000184923.12	NUTM2A	1	4	1	4	3	2
ENSG00000184924.5	PTRHD1	1144	999	858	824	892	1044
ENSG00000184925.11	LCN12	15	14	15	13	15	7
ENSG00000184933.4	OR6A2	0	0	0	0	0	0
ENSG00000184937.12	WT1	1	0	0	0	0	0
ENSG00000184939.15	ZFP90	1573	1248	1020	1359	1586	1458
ENSG00000184945.13	AQP12A	0	0	0	0	0	0
ENSG00000184949.15	FAM227A	65	56	42	69	79	81
ENSG00000184954.4	OR6C70	0	0	0	0	0	0
ENSG00000184956.15	MUC6	3	3	2	1	3	5
ENSG00000184967.6	NOC4L	2588	2576	2348	1967	2213	3228
ENSG00000184979.9	USP18	81	47	48	70	85	90
ENSG00000184983.9	NDUFA6	3522	2992	2206	2599	2900	3593
ENSG00000184984.9	CHRM5	16	10	11	10	21	18
ENSG00000184985.16	SORCS2	0	0	0	0	0	0
ENSG00000184986.10	TMEM121	253	232	191	218	251	271
ENSG00000184988.8	TMEM106A	533	427	398	446	473	551
ENSG00000184990.12	SIVA1	2433	2001	1375	1933	2097	2171
ENSG00000184992.10	BRI3BP	23040	19160	13418	17256	19280	17965
ENSG00000184995.7	IFNE	0	0	0	0	0	0
ENSG00000184999.11	SLC22A10	0	0	0	0	0	0
ENSG00000185000.9	DGAT1	932	813	733	714	838	1064
ENSG00000185002.9	RFX6	1	0	0	0	0	0
ENSG00000185008.17	ROBO2	0	0	0	1	0	0
ENSG00000185009.12	AP3M1	4664	4055	2696	4932	5400	5796
ENSG00000185010.13	F8	108	121	87	107	124	114
ENSG00000185013.16	NT5C1B	7	3	10	1	5	4
ENSG00000185015.7	CA13	212	199	121	177	169	192
ENSG00000185019.16	UBOX5	672	454	411	392	463	531
ENSG00000185022.11	MAFF	276	259	226	230	258	318
ENSG00000185024.16	BRF1	1816	1705	1474	1410	1448	1740
ENSG00000185028.3	LRRC14B	96	87	82	59	49	63
ENSG00000185033.14	SEMA4B	1640	1353	1240	1322	1484	1757
ENSG00000185038.14	MROH2A	2	2	2	2	0	0
ENSG00000185040.13	SPDYE16	1	3	1	0	1	2
ENSG00000185043.10	CIB1	4069	3606	2926	3222	3664	4389
ENSG00000185046.18	ANKS1B	70	63	52	38	41	24
ENSG00000185049.12	NELFA	3858	3521	3157	2291	2632	3295
ENSG00000185052.11	SLC24A3	0	3	2	0	0	0
ENSG00000185053.12	SGCZ	0	0	0	0	0	1
ENSG00000185055.10	EFCAB10	33	44	28	22	44	44
ENSG00000185056.9	C5orf47	7	7	1	2	5	3
ENSG00000185069.2	KRT76	0	0	0	0	0	0
ENSG00000185070.10	FLRT2	0	0	0	3	1	3
ENSG00000185085.2	INTS5	3297	3021	2146	2468	2776	3094
ENSG00000185087.11	FAM169B	0	0	0	0	0	0
ENSG00000185088.13	RPS27L	1792	1231	805	1436	1510	1382
ENSG00000185090.14	MANEAL	752	665	624	683	843	934
ENSG00000185100.10	ADSSL1	11	20	7	10	14	10
ENSG00000185101.12	ANO9	204	182	157	215	232	266
ENSG00000185104.19	FAF1	10483	8762	7335	7192	8123	8822
ENSG00000185105.4	MYADML2	671	605	405	504	511	619
ENSG00000185112.5	FAM43A	3628	3588	3279	2193	2314	3140
ENSG00000185115.4	NDNL2	1314	1136	882	1023	1115	1325
ENSG00000185122.10	HSF1	9182	8382	7829	6114	6855	9004
ENSG00000185127.6	C6orf120	1166	907	619	865	990	941
ENSG00000185129.5	PURA	4324	3649	3102	2802	3135	3173
ENSG00000185130.5	HIST1H2BL	38	38	22	28	15	33
ENSG00000185133.13	INPP5J	106	94	89	144	159	201
ENSG00000185149.5	NPY2R	0	0	0	0	0	0
ENSG00000185155.11	MIXL1	351	297	242	244	323	280
ENSG00000185156.5	MFSD6L	0	0	0	0	0	0
ENSG00000185158.12	LRRC37B	511	443	376	423	413	448
ENSG00000185163.9	DDX51	3439	3231	2338	2565	2704	3244
ENSG00000185164.14	NOMO2	518	379	289	376	448	437
ENSG00000185176.12	AQP12B	0	0	0	0	0	0
ENSG00000185177.12	ZNF479	0	0	0	0	0	0
ENSG00000185187.12	SIGIRR	231	196	171	178	236	283
ENSG00000185189.15	NRBP2	254	228	174	224	318	305
ENSG00000185198.11	PRSS57	0	0	0	0	0	0
ENSG00000185201.16	IFITM2	115	128	103	93	105	129
ENSG00000185215.8	TNFAIP2	276	264	182	295	328	264
ENSG00000185219.16	ZNF445	2729	2246	1858	2074	2430	2241
ENSG00000185220.11	PGBD2	396	338	206	375	396	376
ENSG00000185222.7	WBP5	51	36	25	46	53	48
ENSG00000185231.4	MC2R	0	0	0	0	0	0
ENSG00000185236.11	RAB11B	5984	5865	5977	4892	5511	7862
ENSG00000185238.12	PRMT3	3422	2808	1641	2981	3337	3065
ENSG00000185245.7	GP1BA	63	69	62	69	88	60
ENSG00000185246.17	PRPF39	1648	1446	806	1486	1521	1372
ENSG00000185247.14	MAGEA11	2	0	1	0	0	0
ENSG00000185250.15	PPIL6	10	7	1	8	2	5
